,Age_at_Booking,Booking_to_flight,Booking Year,Booking Month,Booking Dayofweek,Booking Is_month_end,Booking Is_month_start,Flight Month,Flight Dayofweek,Flight Is_month_end,Flight Is_month_start,distance,Class_0,Class_1,From_1,From_2,From_3,From_4,From_5,From_6,From_7,To_1,To_2,To_3,To_4,To_5,To_6,To_7,Time Label_0,Time Label_1,Time Label_2,Time Label_3,Time Label_4
6868,17,3,2016,1,1,False,False,1,4,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6869,52,27,2016,7,3,False,False,8,2,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6870,17,42,2015,11,5,False,False,1,5,False,False,1491.67,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6871,21,28,2016,4,6,False,False,5,6,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6872,40,34,2016,3,5,False,False,4,4,False,False,991.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6873,35,25,2016,10,2,False,False,11,6,False,False,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6874,70,5,2016,8,6,False,False,8,4,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6875,80,23,2016,2,3,False,False,3,5,False,False,2054.77,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6876,60,9,2016,5,4,False,False,5,6,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6877,35,1,2016,3,3,False,False,3,4,False,False,539.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6878,68,26,2016,3,6,False,False,4,4,False,True,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6879,16,16,2016,9,5,False,False,10,0,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6880,37,8,2016,9,2,False,False,9,3,False,False,536.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6881,28,47,2016,7,4,False,False,9,2,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6882,29,3,2016,10,1,False,False,10,4,False,False,539.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6883,47,15,2016,7,5,False,False,7,6,True,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6884,36,15,2016,7,0,False,False,7,1,False,False,991.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6885,74,19,2016,7,3,False,False,7,1,False,False,1419.33,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6886,32,17,2016,7,6,False,False,7,2,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6887,36,32,2016,3,1,False,False,4,5,False,False,2191.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6888,39,24,2016,11,6,False,False,12,2,False,False,2057.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6889,13,13,2016,1,4,False,False,2,3,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6890,24,5,2016,7,0,False,False,7,5,False,False,1744.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6891,58,12,2016,9,3,False,False,9,1,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6892,65,9,2016,2,5,False,False,2,0,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6893,66,20,2016,10,3,False,False,11,2,False,False,539.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6894,59,44,2016,10,5,False,True,11,0,False,False,1334.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6895,35,16,2016,3,1,False,False,4,3,False,False,2042.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6896,75,21,2016,8,1,False,False,9,1,False,False,2042.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6897,59,16,2016,4,1,False,False,4,3,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6898,56,21,2016,9,4,False,False,10,4,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6899,32,29,2016,9,6,False,False,10,0,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6900,56,30,2016,4,2,False,False,5,4,False,False,1491.67,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6901,76,58,2016,5,5,False,False,7,0,False,False,539.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6902,73,5,2016,7,1,False,False,7,6,True,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6903,81,18,2016,4,3,False,False,5,0,False,False,1568.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6904,52,49,2016,10,4,False,False,12,4,False,False,2042.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6905,79,16,2016,8,2,False,False,9,4,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6906,34,25,2016,4,6,False,False,5,3,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6907,80,15,2016,5,1,False,False,6,2,False,True,991.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6908,32,15,2016,4,0,False,False,5,1,False,False,2054.77,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6909,12,9,2016,10,1,False,False,10,3,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6910,55,65,2016,4,0,False,False,6,2,False,False,991.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6911,30,20,2016,10,1,False,False,11,0,False,False,1334.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6912,16,34,2015,11,6,False,False,1,5,False,False,1744.17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6913,32,6,2016,1,2,False,False,1,1,False,False,1434.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6914,43,25,2016,1,5,False,False,2,2,False,False,1568.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6915,37,6,2016,12,4,False,False,12,3,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6916,61,13,2016,4,6,False,False,4,5,True,False,2191.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
6917,17,20,2016,7,3,False,False,8,2,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6918,54,9,2016,1,3,False,False,2,5,False,False,580.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6919,54,40,2016,2,0,False,False,4,5,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6920,42,38,2016,3,4,False,False,4,0,False,False,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6921,53,41,2016,8,3,False,False,9,2,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6922,38,23,2016,5,3,False,False,6,5,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6923,50,19,2016,10,2,False,False,10,0,False,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6924,51,63,2016,8,0,False,False,10,0,False,False,2054.77,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6925,12,2,2016,5,1,False,False,5,3,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6926,63,4,2016,3,1,False,False,3,5,False,False,627.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6927,79,6,2015,12,1,False,False,1,0,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6928,40,29,2016,10,2,False,False,11,3,False,False,2054.77,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6929,61,17,2016,2,0,False,True,2,3,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6930,72,26,2016,7,4,False,True,7,2,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6931,67,33,2016,8,0,False,False,9,5,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6932,26,40,2016,6,2,False,False,8,0,False,True,2191.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6933,56,16,2016,5,6,False,False,5,1,True,False,1507.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6934,36,22,2016,11,1,False,False,12,2,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6935,64,28,2016,10,4,False,False,11,4,False,False,2054.77,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6936,27,55,2016,2,6,False,False,4,5,False,False,710.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6937,44,15,2015,12,3,False,False,1,4,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6938,26,20,2016,4,4,False,False,4,3,False,False,627.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6939,58,32,2016,7,1,False,False,8,5,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6940,74,14,2016,11,1,False,False,12,1,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6941,12,15,2016,11,4,False,False,12,5,False,False,1434.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6942,63,38,2015,12,5,False,False,1,1,False,False,1568.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6943,74,7,2016,6,4,False,False,7,4,False,True,1507.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6944,18,12,2016,6,6,False,False,6,4,False,False,1671.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6945,70,40,2016,3,2,False,False,4,0,False,False,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6946,26,6,2016,6,2,False,False,7,1,False,False,991.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6947,60,12,2016,8,0,False,False,9,5,False,False,991.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6948,70,36,2016,5,6,False,True,6,0,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6949,13,15,2016,9,4,False,False,10,5,False,True,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6950,70,8,2016,6,3,False,False,6,4,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6951,48,3,2016,5,4,False,False,5,0,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6952,59,23,2016,8,0,False,False,8,2,True,False,1073.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6953,39,10,2016,12,4,False,False,12,0,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6954,63,3,2016,1,0,False,False,1,3,False,False,710.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6955,73,49,2015,11,2,False,False,1,2,False,False,991.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6956,62,3,2016,7,5,False,False,7,1,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6957,30,26,2016,11,3,False,False,12,1,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6958,73,27,2015,12,0,False,False,1,6,False,False,1419.33,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6959,49,21,2016,8,1,False,False,9,1,False,False,1507.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6960,47,22,2016,6,6,False,False,7,0,False,False,1419.33,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6961,52,23,2016,9,5,False,False,10,0,False,False,1507.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6962,77,34,2016,1,6,True,False,3,5,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6963,33,3,2016,4,3,False,False,5,6,False,True,991.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6964,26,24,2016,11,0,False,False,12,3,False,False,1446.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6965,60,23,2016,11,2,False,False,12,4,False,False,580.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6966,34,38,2016,4,6,False,False,5,2,False,False,991.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6967,23,24,2016,10,3,False,False,11,6,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6968,61,13,2016,2,1,False,False,2,0,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6969,33,26,2016,5,6,False,False,6,4,False,False,1568.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6970,22,10,2016,11,6,False,False,11,2,False,False,1434.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6971,14,14,2016,11,2,False,False,11,2,True,False,2054.77,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6972,35,41,2016,6,2,False,False,7,1,False,False,991.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6973,32,5,2016,5,1,False,False,5,6,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6974,40,56,2016,9,5,False,False,10,5,False,False,1434.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6975,79,45,2016,5,6,False,False,6,2,False,False,536.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6976,54,30,2016,4,6,False,False,5,1,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6977,64,11,2016,7,3,False,False,7,0,False,False,991.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6978,49,22,2016,6,0,False,False,7,1,False,False,1671.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6979,26,24,2016,8,5,False,False,9,1,False,False,2191.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6980,48,22,2016,6,5,False,False,6,6,False,False,1744.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6981,33,37,2016,4,1,False,False,6,3,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6982,62,22,2016,1,4,False,False,1,5,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6983,38,33,2016,5,2,False,False,6,0,False,False,539.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6984,51,21,2016,7,2,False,False,8,2,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6985,41,11,2016,5,4,False,False,5,1,False,False,1472.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6986,66,1,2016,1,5,False,False,1,6,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6987,21,13,2016,2,4,False,False,2,3,False,False,2191.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
6988,42,3,2016,5,5,False,False,5,1,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6989,31,16,2016,8,3,False,False,9,5,False,False,1507.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6990,43,19,2016,8,6,False,False,9,4,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6991,47,6,2016,9,3,False,True,9,2,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
6992,40,36,2016,1,1,False,False,2,2,False,False,1568.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6993,32,19,2016,8,3,False,False,8,1,False,False,580.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6994,52,16,2016,8,3,False,False,9,5,False,False,2054.77,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6995,70,52,2016,2,1,False,False,4,4,False,False,2042.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6996,48,4,2016,2,1,False,False,2,5,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
6997,45,30,2016,7,0,False,False,8,2,False,False,539.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
6998,67,49,2016,4,4,False,False,6,4,False,False,2191.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6999,25,14,2016,2,2,False,False,3,2,False,False,1472.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7000,40,15,2016,11,3,False,False,11,4,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7001,46,26,2016,1,4,False,False,2,2,False,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7002,60,5,2016,8,5,False,False,8,3,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7003,37,15,2016,1,4,False,False,1,5,False,False,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7004,52,13,2016,11,3,False,False,11,2,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7005,59,3,2015,12,3,True,False,1,6,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7006,20,10,2016,9,4,False,False,9,0,False,False,539.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7007,62,19,2016,3,6,False,False,4,4,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7008,41,30,2016,2,2,False,False,3,4,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7009,54,39,2016,3,5,False,False,4,2,False,False,539.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7010,43,38,2016,5,1,False,False,6,4,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7011,16,16,2016,1,6,False,False,2,1,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7012,38,19,2016,1,6,True,False,2,4,False,False,2042.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7013,33,1,2016,7,5,False,False,7,6,True,False,2054.77,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7014,55,38,2016,10,1,False,False,12,4,False,False,2054.77,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7015,29,2,2016,1,4,False,False,1,6,False,False,1434.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7016,79,16,2016,7,4,False,False,7,6,True,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7017,51,17,2016,5,5,False,False,5,1,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7018,23,24,2016,3,0,False,False,3,3,True,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
7019,55,55,2016,9,4,False,False,11,3,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7020,78,3,2016,2,3,False,False,2,6,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7021,36,40,2015,11,0,True,False,1,5,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7022,57,41,2016,4,0,False,False,6,6,False,False,1491.67,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7023,53,18,2016,10,2,False,False,10,6,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7024,69,16,2016,4,4,False,False,4,6,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7025,32,28,2016,8,6,False,False,9,6,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7026,28,44,2016,8,3,False,False,10,5,False,False,2191.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
7027,76,60,2015,11,4,False,False,1,1,False,False,627.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7028,50,26,2016,10,6,False,False,11,4,False,False,2191.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7029,74,6,2016,4,5,True,False,5,4,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7030,44,5,2016,10,6,False,False,10,4,False,False,2191.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
7031,59,14,2016,11,2,False,False,11,2,True,False,2054.77,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7032,48,24,2016,5,5,False,False,6,1,False,False,1671.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7033,76,30,2016,7,0,False,False,8,2,False,False,991.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7034,73,10,2016,6,4,False,False,6,0,False,False,1434.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7035,70,24,2016,4,4,False,True,4,0,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7036,34,14,2016,7,1,False,False,8,1,False,False,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7037,62,29,2016,10,1,False,False,11,2,False,False,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7038,65,11,2016,11,6,False,False,12,3,False,True,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7039,58,30,2016,2,1,False,False,3,3,False,False,627.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7040,80,13,2016,5,5,False,False,6,4,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7041,13,13,2016,4,6,False,False,5,5,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7042,80,4,2016,11,1,False,False,12,5,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7043,32,15,2016,10,4,False,False,10,5,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7044,44,38,2016,3,0,False,False,4,3,False,False,1472.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7045,29,3,2016,3,4,False,False,3,0,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7046,64,8,2016,5,0,False,False,5,1,False,False,580.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7047,38,45,2016,1,0,False,False,3,3,False,False,536.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7048,45,14,2016,6,3,True,False,7,3,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7049,24,27,2015,12,2,False,False,1,1,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7050,71,13,2016,1,2,False,False,2,1,False,False,991.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7051,42,27,2016,9,3,False,True,9,2,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7052,25,7,2016,3,1,False,False,3,1,False,False,710.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7053,38,16,2016,7,5,False,False,8,0,False,True,1434.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7054,37,27,2016,1,5,False,False,2,4,False,False,1472.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7055,11,9,2016,5,0,False,False,5,2,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7056,65,9,2016,5,1,False,False,5,3,False,False,1744.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
